Policy_ID,Applicant_ID,Coverage_Amount,Decision,Property_Type,Application_Date
POL-209036,TG-103238,9780.0, approved ,Condo,2025-06-04
POL-209037,TG-101236,17192.0,Pending,Apartment,2024-06-18
POL-209038,TG-100073,15433.0,Denied,Townhouse,2023-04-29
POL-209039,TG-100904,11861.0,Denied,Apartment,2023-01-05
POL-209040,TG-109602,7880.0,Approved,Townhouse,2023-11-15
POL-209041,TG-101692,13479.0,Approved,Condo,2023-02-15
POL-209042,TG-103925,20940.0, approved ,Apartment,2024-12-04
POL-209043,TG-103301,8836.0,Approved, apartment ,2025-05-18
POL-209044,TG-108233,7483.0,Pending,Apartment,2024-08-31
POL-209045,TG-105930,18378.0, approved ,Condo,2025-06-11
POL-209046,TG-106135,9600.0, approved ,Apartment,2023-03-31
POL-209047,TG-102804,9064.0, approved ,Apartment,2023-12-08
POL-209048,TG-101175,15587.0,Denied,Townhouse,2024-04-23
POL-209049,TG-103074,8412.0,Pending,Apartment,2023-02-17
POL-209050,TG-107431,11757.0,Approved, apartment ,2023-04-16
POL-209051,TG-109260,16767.0,Approved,Townhouse,2024-06-17
POL-209052,TG-100665,5593.0,Pending,Townhouse,2025-02-23
POL-209053,TG-101758,7219.0,Approved, apartment ,2024-11-05
POL-209054,TG-103360,18321.0,Approved,Condo,2025-02-02
POL-209055,TG-102426,7806.0,Denied,Townhouse,2023-11-16
POL-209056,TG-109551,6568.0,Denied,Townhouse,2023-01-24
POL-209057,TG-106832,5782.0,Approved,Apartment,2024-08-14
POL-209058,TG-105710,15236.0, approved ,Apartment,2025-02-15
POL-209059,TG-102328,6201.0,Denied,Condo,2023-11-16
POL-209060,TG-100973,6656.0,Pending,Townhouse,2024-10-16
POL-209061,TG-100712,24041.0, approved , apartment ,2023-08-03
POL-209062,TG-103030,21669.0,Approved,Condo,2023-11-25
POL-209063,TG-102203,14994.0,Pending,Condo,2023-07-25
POL-209064,TG-102828,17360.0,Pending, apartment ,2023-07-17
POL-209065,TG-110047,16307.0, approved ,Condo,2023-10-21
POL-209066,TG-107021,17461.0,Approved,Townhouse,2023-10-11
POL-209067,TG-108817,19032.0, approved ,Apartment,2024-06-29
POL-209068,TG-102180,23878.0,Pending,Apartment,2023-11-23
POL-209069,TG-105190,15265.0,Approved,Townhouse,2025-03-02
POL-209070,TG-100885,6306.0,Pending, apartment ,2024-03-27
POL-209071,TG-109651,23726.0,Approved,Townhouse,2024-11-18
POL-209072,TG-105659,21772.0,Denied, apartment ,2023-05-01
POL-209073,TG-105655,22892.0, approved , apartment ,2023-10-07
POL-209074,TG-108188,12382.0, approved ,Apartment,2023-06-02
POL-209075,TG-109676,10883.0, approved ,Condo,2023-06-11
POL-209076,TG-109392,23141.0,Pending, apartment ,2023-10-08
POL-209077,TG-100481,21896.0, approved , apartment ,2023-04-28
POL-209078,TG-104062,22459.0,Approved,Condo,2023-01-16
POL-209079,TG-107582,9871.0, approved , apartment ,2024-09-29
POL-209080,TG-105997,14125.0,Approved, apartment ,2024-07-27
POL-209081,TG-104609,5314.0,Denied,Apartment,2024-06-10
POL-209082,TG-109785,5489.0,Pending,Apartment,2023-04-15
POL-209083,TG-104052,20740.0,Denied,Townhouse,2023-07-31
POL-209084,TG-104350,11407.0,Pending, apartment ,2024-07-09
POL-209085,TG-100550,21417.0,Pending,Townhouse,2023-12-25
POL-209086,TG-103602,24241.0,Denied,Apartment,2024-07-16
POL-209087,TG-104424,24573.0,Denied, apartment ,2023-11-23
POL-209088,TG-101139,18023.0,Pending,Condo,2023-10-05
POL-209089,TG-106275,17228.0,Pending,Apartment,2023-05-25
POL-209090,TG-102323,19938.0,Pending,Apartment,2024-12-22
POL-209091,TG-101154,24980.0,Denied, apartment ,2025-04-03
POL-209092,TG-103656,9457.0, approved , apartment ,2023-10-18
POL-209093,TG-104698,12862.0,Denied,Condo,2024-08-10
POL-209094,TG-102109,14867.0,Approved, apartment ,2023-09-08
POL-209095,TG-104804,11089.0,Denied, apartment ,2023-06-25
POL-209096,TG-102194,20104.0, approved ,Townhouse,2023-03-14
POL-209097,TG-100783,8668.0,Approved,Apartment,2023-11-15
POL-209098,TG-101172,11266.0, approved ,Townhouse,2024-09-19
POL-209099,TG-108993,21262.0,Approved,Condo,2023-12-13
POL-209100,TG-101220,10373.0,Denied, apartment ,2024-07-07
POL-209101,TG-100463,19272.0, approved ,Townhouse,2024-03-30
POL-209102,TG-100577,11924.0, approved ,Townhouse,2023-02-21
POL-209103,TG-108671,19648.0,Pending, apartment ,2023-05-14
POL-209104,TG-103661,14435.0, approved ,Condo,2023-01-30
POL-209105,TG-100443,7281.0, approved , apartment ,2024-04-27
POL-209106,TG-107363,6810.0,Denied,Condo,2024-11-22
POL-209107,TG-102477,22951.0,Denied,Apartment,2023-02-21
POL-209108,TG-107350,22033.0,Approved,Apartment,2023-04-19
POL-209109,TG-108184,20731.0,Approved,Townhouse,2024-01-28
POL-209110,TG-102045,18474.0,Denied,Condo,2023-02-25
POL-209111,TG-107253,18035.0, approved ,Apartment,2023-03-30
POL-209112,TG-106065,15041.0,Pending,Condo,2024-03-12
POL-209113,TG-100074,24887.0,Pending,Apartment,2024-02-06
POL-209114,TG-108970,5431.0,Denied, apartment ,2023-07-03
POL-209115,TG-103193,13726.0, approved ,Condo,2024-12-22
POL-209116,TG-104102,23073.0,Pending, apartment ,2024-09-02
POL-209117,TG-105454,19646.0,Pending,Apartment,2024-08-29
POL-209118,TG-109939,14204.0,Approved,Condo,2024-10-06
POL-209119,TG-102959,5761.0,Denied,Townhouse,2025-05-06
POL-209120,TG-108988,7993.0, approved ,Townhouse,2024-12-07
POL-209121,TG-102308,13373.0,Pending,Apartment,2024-12-17
POL-209122,TG-106463,9422.0,Denied, apartment ,2024-04-01
POL-209123,TG-103470,5758.0,Approved,Townhouse,2024-09-23
POL-209124,TG-106533,23069.0,Denied,Townhouse,2023-12-31
POL-209125,TG-106960,15316.0,Pending, apartment ,2023-11-16
POL-209126,TG-103286,21741.0, approved ,Apartment,2023-12-07
POL-209127,TG-104530,21559.0,Approved,Townhouse,2025-04-17
POL-209128,TG-107977,6210.0,Denied,Condo,2023-07-22
POL-209129,TG-106142,22350.0,Approved,Townhouse,2024-12-31
POL-209130,TG-109719,12099.0, approved , apartment ,2025-02-15
POL-209131,,24930.0,Approved, apartment ,2024-11-17
POL-209132,TG-103420,7832.0, approved ,Apartment,2025-04-08
POL-209133,TG-100832,22773.0,Denied, apartment ,2024-06-30
POL-209134,TG-103844,18094.0,Denied,Apartment,2023-03-22
POL-209135,TG-108648,8394.0,Approved,Condo,2025-02-12
POL-209136,TG-109184,17151.0,Pending,Apartment,2025-02-21
POL-209137,TG-102053,12847.0,Pending,Condo,2024-04-21
POL-209138,TG-101624,13120.0,Approved, apartment ,2024-08-04
POL-209139,TG-109275,6679.0,Approved,Townhouse,2023-05-15
POL-209140,TG-108713,13316.0, approved , apartment ,2023-04-06
POL-209141,TG-106236,17346.0, approved ,Townhouse,2025-04-12
POL-209142,TG-100325,21596.0,Approved,Condo,2025-04-01
POL-209143,TG-106404,6412.0,Denied,Townhouse,2024-12-16
POL-209144,TG-103590,14981.0, approved ,Townhouse,2024-04-24
POL-209145,TG-104796,13173.0, approved ,Apartment,2023-04-10
POL-209146,TG-102318,19474.0,Pending, apartment ,2024-04-11
POL-209147,TG-104581,7147.0,Denied,Townhouse,2023-11-14
POL-209148,TG-102233,18522.0,Denied,Townhouse,2024-12-01
POL-209149,TG-107984,18734.0,Approved,Townhouse,2024-10-21
POL-209150,TG-101526,14579.0,Pending, apartment ,2024-12-28
POL-209151,TG-100458,14388.0,Approved,Apartment,2025-02-23
POL-209152,TG-108490,9945.0,Pending, apartment ,2024-04-21
POL-209153,TG-103892,19115.0, approved , apartment ,2024-04-26
POL-209154,TG-109450,21297.0,Denied,Apartment,2023-08-26
POL-209155,TG-105303,13023.0,Denied,Townhouse,2023-08-18
POL-209156,TG-100589,7687.0,Approved, apartment ,2023-05-28
POL-209157,TG-103706,8848.0,Pending, apartment ,2025-05-31
POL-209158,TG-101100,11772.0,Approved, apartment ,2024-09-23
POL-209159,TG-102788,18134.0,Denied,Apartment,2023-09-22
POL-209160,TG-101830,12637.0,Approved,Apartment,2024-01-08
POL-209161,TG-104143,10857.0,Denied,Condo,2024-02-06
POL-209162,TG-107301,22210.0,Denied,Townhouse,2023-07-07
POL-209163,TG-100405,15505.0, approved ,Apartment,2024-12-17
POL-209164,TG-106230,11017.0, approved ,Townhouse,2024-11-12
POL-209165,TG-101635,17585.0,Pending,Condo,2023-12-05
POL-209166,TG-100744,22254.0,Approved,Condo,2025-03-18
POL-209167,TG-104344,22513.0, approved ,Apartment,2025-05-31
POL-209168,TG-100044,12558.0, approved , apartment ,2023-11-29
POL-209169,TG-103554,15376.0, approved ,Condo,2024-04-09
POL-209170,TG-103705,17457.0,Approved,Condo,2024-05-14
POL-209171,TG-108835,9377.0,Denied,Condo,2023-01-31
POL-209172,TG-109710,11779.0,Denied,Condo,2023-03-08
POL-209173,TG-107619,20446.0,Approved,Condo,2024-05-01
POL-209174,TG-106112,5258.0,Pending,Apartment,2023-04-26
POL-209175,TG-104586,22901.0,Pending, apartment ,2023-12-26
POL-209176,TG-109422,16146.0,Denied,Condo,2024-05-05
POL-209177,TG-107769,14015.0,Pending, apartment ,2024-04-17
POL-209178,TG-108614,18909.0,Denied,Condo,2025-05-16
POL-209179,TG-110000,22597.0, approved ,Apartment,2023-06-24
POL-209180,TG-104701,21551.0,Denied, apartment ,2023-10-17
POL-209181,TG-104732,13653.0,Pending,Apartment,2025-02-25
POL-209182,TG-109995,21876.0, approved ,Townhouse,2023-12-23
POL-209183,TG-109477,7959.0,Denied,Townhouse,2024-09-10
POL-209184,TG-102460,23427.0,Pending, apartment ,2024-08-11
POL-209185,TG-105005,6377.0,Pending,Apartment,2023-05-11
POL-209186,TG-103840,7100.0,Pending, apartment ,2024-06-04
POL-209187,TG-106566,18895.0,Approved,Townhouse,2023-04-16
POL-209188,TG-107941,6857.0,Pending,Apartment,2024-02-20
POL-209189,TG-107278,11794.0,Approved, apartment ,2025-04-17
POL-209190,TG-102475,5104.0,Approved, apartment ,2025-01-01
POL-209191,TG-104446,16771.0, approved ,Condo,2025-03-26
POL-209192,TG-104051,15088.0,Approved,Apartment,2023-04-20
POL-209193,TG-103839,21368.0,Approved, apartment ,2023-11-30
POL-209194,TG-104496,8439.0,Pending,Apartment,2024-07-23
POL-209195,TG-109504,23006.0,Approved,Townhouse,2024-10-27
POL-209196,TG-108873,22984.0,Approved, apartment ,2023-03-14
POL-209197,TG-103990,19921.0,Denied, apartment ,2025-03-22
POL-209198,TG-104677,16218.0, approved ,Townhouse,2023-11-06
POL-209199,TG-101329,9892.0,Denied, apartment ,2024-06-29
POL-209200,TG-105861,19158.0,Approved,Condo,2024-04-17
POL-209201,TG-107171,11651.0,Approved, apartment ,2024-02-15
POL-209202,TG-100888,8670.0,Pending,Townhouse,2024-08-27
POL-209203,TG-104069,23951.0,Pending,Apartment,2024-02-28
POL-209204,TG-102638,21343.0, approved ,Condo,2023-09-02
POL-209205,TG-100701,12013.0,Denied, apartment ,2024-09-27
POL-209206,TG-106970,12293.0,Pending, apartment ,2023-09-07
POL-209207,TG-105268,13971.0,Denied, apartment ,2024-07-15
POL-209208,TG-105879,18952.0, approved ,Condo,2023-06-12
POL-209209,TG-106415,24971.0,Pending, apartment ,2024-05-08
POL-209210,TG-107493,18533.0,Pending,Apartment,2024-01-29
POL-209211,TG-102956,15465.0,Approved,Condo,2023-03-09
POL-209212,TG-106791,24643.0,Denied, apartment ,2023-12-15
POL-209213,TG-105600,9192.0,Pending,Condo,2023-08-02
POL-209214,TG-104994,21043.0,Pending,Apartment,2025-04-13
POL-209215,TG-102070,,Denied,Apartment,2024-12-11
POL-209216,TG-105372,,Pending, apartment ,2024-08-28
POL-209217,TG-103987,5372.0,Denied,Condo,2024-03-17
POL-209218,TG-104893,10237.0,Approved,Apartment,2025-03-14
POL-209219,TG-103821,15270.0,Denied, apartment ,2024-03-21
POL-209220,TG-100714,16211.0,Denied,Townhouse,2024-08-03
POL-209221,TG-109107,11369.0,Approved,Townhouse,2025-03-17
POL-209222,TG-105377,16371.0, approved , apartment ,2023-12-17
POL-209223,TG-107265,14423.0,Denied,Townhouse,2024-07-11
POL-209224,TG-106800,14567.0,Denied,Condo,2024-12-11
POL-209225,TG-107950,16619.0,Pending, apartment ,2023-08-30
POL-209226,TG-103520,21977.0, approved ,Apartment,2023-06-27
POL-209227,TG-109198,10027.0, approved ,Condo,2024-11-09
POL-209228,TG-103268,7252.0, approved ,Apartment,2024-11-16
POL-209229,TG-100865,16170.0,Denied,Apartment,2023-03-21
POL-209230,TG-103268,13346.0,Pending,Condo,2025-01-27
POL-209231,TG-108300,13069.0,Pending,Townhouse,2024-12-29
POL-209232,TG-102503,8833.0, approved ,Condo,2024-08-10
POL-209233,TG-109514,11719.0,Approved,Condo,2025-05-06
POL-209234,TG-107051,14724.0, approved , apartment ,2024-05-13
POL-209235,TG-102019,12339.0,Pending,Condo,2023-04-28
POL-209236,TG-103563,17358.0,Denied,Townhouse,2024-08-29
POL-209237,TG-104818,10199.0, approved ,Condo,2024-09-02
POL-209238,TG-109493,22450.0,Approved,Townhouse,2024-04-19
POL-209239,TG-104827,24000.0,Approved,Townhouse,2023-11-30
POL-209240,TG-101373,10720.0,Denied,Condo,2024-07-22
POL-209241,TG-100965,20961.0,Approved,Townhouse,2023-04-10
POL-209242,TG-102280,19199.0,Approved,Townhouse,2025-04-21
POL-209243,TG-106547,, approved ,Townhouse,2024-03-31
POL-209244,TG-102715,,Denied,Apartment,2023-06-30
POL-209245,TG-105445,24442.0,Denied, apartment ,2023-11-12
POL-209246,TG-102556,16483.0,Pending,Townhouse,2024-02-20
POL-209247,TG-100971,19530.0,Denied,Condo,2023-03-13
POL-209248,TG-107120,22277.0,Pending,Apartment,2024-09-04
POL-209249,TG-105895,13760.0,Denied,Townhouse,2023-04-22
POL-209250,TG-109274,23787.0,Denied, apartment ,2024-12-02
POL-209251,TG-106772,6374.0,Approved, apartment ,2025-04-13
POL-209252,TG-100810,22415.0, approved ,Condo,2024-09-02
POL-209253,TG-104027,5815.0,Denied,Townhouse,2025-02-28
POL-209254,TG-104179,5703.0,Approved,Condo,2025-04-19
POL-209255,TG-107745,24526.0,Denied, apartment ,2024-01-24
POL-209256,TG-102885,,Denied,Townhouse,2023-12-02
POL-209257,TG-108424,16698.0,Denied,Townhouse,2024-05-21
POL-209258,TG-105139,5490.0,Approved,Condo,2024-10-22
POL-209259,TG-108648,20443.0,Pending,Apartment,2024-11-07
POL-209260,TG-109666,15942.0,Approved,Condo,2023-03-04
POL-209261,TG-108037,23442.0,Pending, apartment ,2023-04-03
POL-209262,TG-109745,8129.0,Approved,Apartment,2023-08-11
POL-209263,TG-107051,6400.0, approved , apartment ,2025-04-16
POL-209264,TG-103703,13907.0,Denied,Townhouse,2023-05-23
POL-209265,TG-103922,17393.0,Approved,Townhouse,2024-08-17
POL-209266,TG-100352,6641.0,Pending,Townhouse,2025-02-12
POL-209267,TG-102336,10639.0,Denied,Townhouse,2024-10-13
POL-209268,TG-103717,18013.0,Pending, apartment ,2025-04-09
POL-209269,TG-102232,5211.0,Pending, apartment ,2023-01-01
POL-209270,TG-106783,20152.0,Denied,Apartment,2025-02-14
POL-209271,TG-104744,10421.0,Approved,Apartment,2023-05-31
POL-209272,TG-101417,19557.0,Denied,Townhouse,2024-11-07
POL-209273,TG-105547,, approved ,Townhouse,2023-06-02
POL-209274,TG-107322,17929.0,Pending, apartment ,2024-04-08
POL-209275,TG-108784,19745.0,Pending,Condo,2024-06-28
POL-209276,TG-100179,23390.0,Approved,Condo,2023-10-26
POL-209277,TG-107349,6060.0,Pending, apartment ,2024-02-04
POL-209278,TG-100140,18531.0, approved ,Apartment,2024-09-22
POL-209279,TG-107326,9729.0,Approved, apartment ,2024-08-14
POL-209280,TG-100976,23630.0,Pending,Apartment,2024-04-02
POL-209281,TG-108946,6850.0,Pending, apartment ,2023-07-20
POL-209282,TG-102250,19096.0,Denied,Condo,2023-07-30
POL-209283,TG-105018,9222.0, approved ,Condo,2024-11-28
POL-209284,TG-102572,19145.0,Approved,Condo,2025-06-17
POL-209285,TG-109721,15251.0, approved ,Townhouse,2023-11-21
POL-209286,TG-106570,17959.0,Pending,Townhouse,2023-11-03
POL-209287,TG-108435,9157.0,Denied,Condo,2024-08-06
POL-209288,TG-109063,13207.0,Pending, apartment ,2025-03-24
POL-209289,TG-107030,23163.0, approved ,Townhouse,2024-11-26
POL-209290,TG-102773,13068.0,Approved,Townhouse,2023-11-08
POL-209291,TG-102008,20127.0,Approved, apartment ,2024-03-21
POL-209292,TG-104114,11388.0,Denied, apartment ,2025-01-05
POL-209293,TG-107378,14136.0,Approved,Condo,2023-12-19
POL-209294,TG-109154,7751.0, approved , apartment ,2023-04-02
POL-209295,TG-100658,18869.0,Approved,Townhouse,2024-08-19
POL-209296,TG-105132,17585.0,Pending,Condo,2023-01-09
POL-209297,TG-106752,10110.0,Pending,Townhouse,2024-09-18
POL-209298,TG-104439,17375.0, approved ,Condo,2024-06-06
POL-209299,TG-105680,13269.0,Denied, apartment ,2024-02-18
POL-209300,TG-108129,21619.0, approved ,Apartment,2025-05-17
POL-209301,TG-109298,21985.0,Approved,Apartment,2023-05-11
POL-209302,TG-104646,16289.0, approved ,Townhouse,2025-05-22
POL-209303,TG-102737,23521.0,Approved,Apartment,2023-10-29
POL-209304,TG-107873,8423.0, approved ,Condo,2023-03-05
POL-209305,TG-104784,20567.0,Denied,Apartment,2024-01-14
POL-209306,,6703.0, approved , apartment ,2024-07-16
POL-209307,TG-104489,6107.0,Pending,Condo,2023-02-24
POL-209308,,21048.0,Approved,Condo,2023-01-01
POL-209309,TG-107518,6391.0,Approved,Apartment,2024-12-21
POL-209310,TG-108061,13765.0, approved ,Condo,2024-07-27
POL-209311,TG-106924,5348.0, approved , apartment ,2025-04-20
POL-209312,TG-106366,,Pending,Condo,2024-01-03
POL-209313,TG-106684,6050.0,Pending,Apartment,2023-04-23
POL-209314,TG-105159,24028.0,Denied, apartment ,2025-05-31
POL-209315,TG-103464,9582.0, approved ,Condo,2023-10-16
POL-209316,TG-100222,22892.0,Pending,Townhouse,2025-06-05
POL-209317,TG-103484,8359.0,Approved,Townhouse,2023-02-01
POL-209318,TG-108528,17668.0,Denied, apartment ,2023-08-29
POL-209319,TG-104048,23711.0,Pending,Condo,2024-03-18
POL-209320,TG-105490,20892.0,Denied,Townhouse,2024-12-20
POL-209321,TG-101218,19878.0, approved ,Apartment,2024-08-27
POL-209322,TG-103833,10638.0,Pending, apartment ,2024-02-08
POL-209323,TG-107780,14824.0, approved ,Apartment,2024-10-02
POL-209324,TG-104564,18712.0,Approved,Condo,2023-11-22
POL-209325,TG-105433,5442.0,Approved,Condo,2024-12-29
POL-209326,TG-101879,16316.0, approved , apartment ,2024-01-27
POL-209327,TG-105690,13056.0, approved ,Townhouse,2024-02-20
POL-209328,TG-104751,18120.0,Denied, apartment ,2024-01-26
POL-209329,TG-109085,21979.0,Denied,Townhouse,2024-03-21
POL-209330,TG-105737,5724.0,Denied, apartment ,2024-07-12
POL-209331,TG-104667,9334.0,Denied,Condo,2023-08-05
POL-209332,TG-108383,7668.0, approved ,Townhouse,2024-11-09
POL-209333,TG-106432,12549.0,Pending,Apartment,2023-06-27
POL-209334,TG-108050,24749.0,Denied,Townhouse,2024-05-01
POL-209335,TG-107829,11519.0,Pending,Apartment,2023-05-23
POL-209336,TG-104960,20615.0, approved ,Apartment,2023-07-12
POL-209337,TG-100772,23136.0,Denied,Apartment,2024-07-22
POL-209338,TG-108844,18727.0,Pending,Condo,2024-01-29
POL-209339,TG-109949,12756.0,Pending,Townhouse,2025-05-13
POL-209340,TG-108845,20183.0,Denied, apartment ,2024-01-04
POL-209341,TG-102206,17014.0, approved ,Condo,2025-05-10
POL-209342,TG-106915,13952.0,Denied,Condo,2024-03-03
POL-209343,TG-101583,19478.0,Pending,Condo,2023-06-07
POL-209344,TG-108254,17256.0,Pending,Apartment,2023-10-23
POL-209345,TG-104557,, approved ,Apartment,2025-06-12
POL-209346,TG-103106,24095.0,Approved,Apartment,2024-11-17
POL-209347,TG-106497,9700.0,Pending, apartment ,2023-05-09
POL-209348,TG-109357,7847.0,Denied,Apartment,2023-05-18
POL-209349,TG-102636,22003.0,Approved,Townhouse,2023-01-12
POL-209350,TG-101460,13463.0, approved ,Apartment,2023-03-15
POL-209351,TG-101138,14770.0,Pending, apartment ,2024-10-25
POL-209352,TG-106682,19694.0,Approved, apartment ,2023-01-17
POL-209353,TG-107265,10885.0,Denied, apartment ,2023-05-28
POL-209354,TG-109725,12700.0,Denied,Townhouse,2025-01-08
POL-209355,TG-104564,22824.0,Pending,Condo,2024-05-13
POL-209356,TG-109991,19778.0,Denied, apartment ,2024-11-04
POL-209357,TG-105904,21026.0,Approved, apartment ,2024-03-23
POL-209358,TG-103001,23036.0, approved ,Condo,2023-05-20
POL-209359,TG-100061,21416.0,Approved, apartment ,2023-03-28
POL-209360,TG-107928,23679.0,Pending, apartment ,2023-05-21
POL-209361,TG-107213,14905.0,Pending,Condo,2024-10-19
POL-209362,TG-102173,5415.0,Denied, apartment ,2025-04-05
POL-209363,TG-100997,14371.0,Approved, apartment ,2024-03-01
POL-209364,TG-102754,9336.0,Approved,Townhouse,2025-05-30
POL-209365,TG-100824,13933.0, approved ,Apartment,2024-04-11
POL-209366,TG-100355,8353.0, approved ,Condo,2025-03-18
POL-209367,TG-107523,19511.0,Pending,Townhouse,2024-12-13
POL-209368,TG-109137,11318.0,Denied, apartment ,2024-09-10
POL-209369,TG-101090,15814.0,Pending,Townhouse,2024-03-11
POL-209370,TG-108630,23734.0,Approved,Apartment,2024-09-30
POL-209371,TG-102901,12749.0,Denied, apartment ,2023-07-04
POL-209372,TG-109286,24041.0,Approved, apartment ,2024-04-10
POL-209373,TG-107519,5402.0,Denied,Apartment,2024-06-05
POL-209374,TG-104405,24280.0,Approved,Townhouse,2024-03-10
POL-209375,TG-106305,15359.0,Pending,Condo,2024-07-19
POL-209376,TG-105350,22894.0,Denied,Condo,2025-04-19
POL-209377,TG-109971,21301.0,Pending, apartment ,2024-04-05
POL-209378,TG-108602,17234.0, approved ,Townhouse,2024-01-29
POL-209379,TG-105206,13911.0,Denied, apartment ,2023-12-30
POL-209380,TG-106543,7101.0, approved ,Condo,2023-08-20
POL-209381,TG-107548,17125.0, approved ,Townhouse,2023-07-10
POL-209382,TG-100510,18687.0,Pending, apartment ,2024-03-10
POL-209383,TG-101531,23487.0, approved , apartment ,2024-09-11
POL-209384,TG-108728,22835.0, approved ,Apartment,2023-01-08
POL-209385,TG-108899,7027.0,Pending,Apartment,2024-08-14
POL-209386,TG-107370,16596.0,Denied,Condo,2024-05-25
POL-209387,TG-107751,14238.0,Pending, apartment ,2025-05-17
POL-209388,TG-106586,9393.0, approved ,Townhouse,2025-01-18
POL-209389,TG-108032,13097.0,Denied,Townhouse,2023-08-31
POL-209390,TG-106972,12906.0,Approved,Condo,2024-12-30
POL-209391,TG-109611,6013.0, approved ,Apartment,2024-05-28
POL-209392,TG-106718,23346.0,Denied,Townhouse,2023-10-03
POL-209393,,13037.0,Approved,Townhouse,2024-02-25
POL-209394,TG-104631,24737.0,Approved,Condo,2024-07-13
POL-209395,TG-104029,9097.0, approved ,Apartment,2024-08-13
POL-209396,TG-107180,12692.0,Denied,Apartment,2024-01-11
POL-209397,TG-106848,5386.0,Approved,Townhouse,2023-02-04
POL-209398,TG-105490,18414.0,Pending,Apartment,2023-02-08
POL-209399,TG-108033,16235.0,Approved, apartment ,2024-08-04
POL-209400,TG-102156,18707.0,Denied,Condo,2024-05-09
POL-209401,TG-109006,24829.0,Pending,Condo,2024-12-22
POL-209402,TG-106506,9773.0, approved ,Apartment,2024-01-13
POL-209403,TG-104596,11603.0,Pending,Condo,2023-04-26
POL-209404,TG-100135,21433.0,Denied, apartment ,2024-08-17
POL-209405,TG-101074,10825.0,Denied, apartment ,2024-05-08
POL-209406,TG-104459,11153.0,Approved,Apartment,2024-12-08
POL-209407,TG-108272,15092.0,Pending,Apartment,2023-03-23
POL-209408,TG-108362,23693.0,Approved,Townhouse,2023-05-26
POL-209409,TG-105845,8382.0,Denied,Townhouse,2025-01-17
POL-209410,TG-105419,15153.0,Approved, apartment ,2025-01-18
POL-209411,TG-109664,23990.0,Pending,Condo,2024-06-23
POL-209412,TG-100688,19554.0, approved ,Townhouse,2025-05-29
POL-209413,TG-101318,21091.0, approved ,Townhouse,2025-02-07
POL-209414,TG-104299,20241.0,Approved,Townhouse,2025-03-08
POL-209415,TG-100335,17878.0, approved , apartment ,2023-10-14
POL-209416,TG-108939,14770.0,Denied,Apartment,2024-04-21
POL-209417,TG-105682,6291.0,Denied,Townhouse,2024-06-13
POL-209418,TG-104942,10075.0, approved , apartment ,2023-03-22
POL-209419,TG-110029,15367.0,Denied,Townhouse,2024-06-19
POL-209420,TG-104999,14279.0,Approved,Condo,2024-09-16
POL-209421,TG-101413,8453.0, approved ,Apartment,2023-04-01
POL-209422,TG-105237,20055.0,Approved, apartment ,2023-09-09
POL-209423,TG-106245,8283.0,Approved,Apartment,2024-04-28
POL-209424,TG-106404,6713.0, approved ,Condo,2024-10-07
POL-209425,TG-102381,13469.0, approved ,Townhouse,2025-01-29
POL-209426,TG-102883,14946.0,Denied,Condo,2024-11-10
POL-209427,TG-104482,13890.0,Denied, apartment ,2024-11-15
POL-209428,TG-102847,5196.0, approved ,Condo,2023-03-21
POL-209429,TG-101138,8297.0,Pending,Townhouse,2024-12-01
POL-209430,TG-103901,16925.0,Denied,Townhouse,2024-10-10
POL-209431,TG-109687,14666.0,Approved,Condo,2024-07-06
POL-209432,TG-107984,16974.0,Pending,Condo,2025-03-28
POL-209433,TG-102187,22904.0,Approved,Apartment,2024-08-16
POL-209434,TG-108792,10390.0,Denied, apartment ,2023-11-16
POL-209435,TG-108657,6094.0,Pending,Townhouse,2024-09-19
POL-209436,TG-105724,21514.0,Approved,Condo,2023-02-24
POL-209437,TG-108494,11533.0,Denied,Condo,2023-12-18
POL-209438,TG-108084,19256.0, approved ,Condo,2024-07-01
POL-209439,TG-106834,17736.0, approved ,Apartment,2025-03-08
POL-209440,TG-101588,22136.0, approved ,Townhouse,2023-01-12
POL-209441,TG-108955,22077.0, approved ,Apartment,2024-04-25
POL-209442,TG-101510,22518.0,Approved, apartment ,2024-04-09
POL-209443,TG-105437,14816.0, approved ,Townhouse,2024-06-08
POL-209444,TG-103612,12822.0,Approved,Apartment,2024-04-25
POL-209445,TG-103004,16336.0,Approved,Condo,2024-08-10
POL-209446,TG-100685,11134.0,Pending,Condo,2025-01-21
POL-209447,TG-106564,24257.0,Approved,Townhouse,2023-12-06
POL-209448,TG-104069,6579.0,Pending, apartment ,2024-03-07
POL-209449,TG-106301,14912.0,Approved, apartment ,2023-12-28
POL-209450,TG-106932,17180.0,Approved,Condo,2025-03-28
POL-209451,TG-100333,7971.0,Pending, apartment ,2023-10-29
POL-209452,TG-105772,20110.0,Denied,Townhouse,2023-10-24
POL-209453,TG-106754,24618.0, approved , apartment ,2023-06-21
POL-209454,TG-100274,17112.0, approved ,Condo,2023-02-06
POL-209455,TG-106147,15226.0,Pending,Condo,2024-12-12
POL-209456,TG-105357,14815.0,Approved,Apartment,2024-09-03
POL-209457,TG-105268,18811.0,Denied,Townhouse,2025-02-06
POL-209458,TG-105225,9565.0,Approved,Apartment,2023-11-08
POL-209459,TG-104652,8279.0,Pending,Townhouse,2025-01-14
POL-209460,TG-108751,8684.0,Denied, apartment ,2025-03-14
