property_id,city,state,zip,unit_type,monthly_rent,landlord_type,lease_length
01522,Houston,TX,77025,4BR+,3869,Corporate,"18 months"
01523,Atlanta,GA,30308,4BR+,8141,Corporate,"12 months"
01525,Queens,NY,11101,3BR,3331,LLC,"12 months"
01526,"Los Angeles",CA,90001,3BR,2505,LLC,"12 months"
01527,"Fort Lauderdale",FL,33301,Studio,1192,REIT,"12 months"
01528,Phoenix,AZ,85001,4BR+,4455,LLC,"6 months"
01529,Houston,TX,770XX,4BR+,4552,Individual,"12 months"
01530,Austin,TX,78701,4BR+,8113,LLC,"18 months"
01532,"Los Angeles",CA,90036,1BR,2716,"Property Management Co","12 months"
01534,Houston,TX,77019,Studio,1558,LLC,"12 months"
01535,Houston,TX,77025,4BR+,4798,"Property Management Co","24 months"
01536,"New York",NY,10003,2BR,4563,Individual,"24 months"
01538,Brooklyn,NY,11205,1BR,1720,Corporate,"6 months"
01540,Miami,FL,33101,3BR,3268,LLC,"18 months"
01541,Washington,DC,20001,4BR+,6630,"Property Management Co","12 months"
01542,Miami,FL,33101,Studio,833,LLC,"12 months"
01543,Queens,NY,11101,Studio,891,"Property Management Co","12 months"
01545,Seattle,WA,98101,Studio,1812,REIT,"12 months"
01546,Denver,CO,80201,Studio,1870,LLC,"12 months"
01548,"San Francisco",CA,94110,3BR,7147,"Property Management Co","18 months"
01549,Houston,TX,77001,1BR,1848,Individual,"12 months"
01550,Brooklyn,NY,11201,2BR,4467,LLC,"24 months"
01552,"Fort Lauderdale",FL,33301,Studio,847,LLC,"6 months"
01553,Tempe,AZ,85281,3BR,3192,LLC,"18 months"
01554,Nashville,TN,37206,Studio,1237,REIT,"24 months"
01555,Houston,TX,77001,Studio,990,"Property Management Co","12 months"
01556,"Fort Lauderdale",FL,33301,1BR,2550,REIT,"6 months"
01557,Washington,DC,200XX,1BR,2653,"Property Management Co","12 months"
01558,Houston,TX,77001,4BR+,6476,LLC,"12 months"
01559,Atlanta,GA,30308,1BR,1621,LLC,"24 months"
01560,Washington,DC,20009,2BR,3680,Corporate,"24 months"
01561,Portland,OR,97201,3BR,3236,LLC,"12 months"
01562,Nashville,TN,37201,3BR,4235,,"12 months"
01563,Boston,MA,02115,1BR,2882,Corporate,"6 months"
01564,Nashville,TN,37206,3BR,3722,LLC,"12 months"
01565,"San Francisco",CA,94110,2BR,4012,REIT,"6 months"
01566,Atlanta,GA,30301,1BR,1694,REIT,"12 months"
01567,"Los Angeles",CA,90001,Studio,1134,REIT,"18 months"
01568,"Los Angeles",CA,90036,3BR,5454,"Property Management Co","18 months"
01569,Chicago,IL,60647,Studio,1505,LLC,"12 months"
01572,Brooklyn,NY,11201,3BR,6744,LLC,"12 months"
01574,"Fort Lauderdale",FL,33301,Studio,1252,LLC,"12 months"
01575,Chicago,IL,60647,1BR,2788,LLC,"24 months"
01576,Miami,FL,33130,3BR,5791,"Property Management Co","18 months"
01577,Nashville,TN,37206,3BR,5879,REIT,"18 months"
01578,Austin,TX,78704,4BR+,6872,REIT,"6 months"
01579,Seattle,WA,98101,Studio,2682,Corporate,"12 months"
01580,Scottsdale,AZ,85251,Studio,1088,REIT,"12 months"
01581,Denver,CO,80201,Studio,814,"Property Management Co","12 months"
01582,Atlanta,GA,30308,2BR,3407,Individual,"24 months"
01583,Scottsdale,AZ,85251,2BR,3187,REIT,"12 months"
01584,Austin,TX,78701,Studio,1872,"Property Management Co","12 months"
01585,Queens,NY,,1BR,1939,Individual,"12 months"
01586,Aurora,CO,80010,3BR,5599,REIT,"24 months"
01587,Austin,TX,78704,3BR,3776,REIT,"6 months"
01588,Seattle,WA,98101,4BR+,11790,REIT,"18 months"
01589,"San Antonio",TX,78201,1BR,2868,REIT,"18 months"
01590,Miami,FL,33101,1BR,1423,REIT,"12 months"
01591,Aurora,CO,80010,4BR+,7286,"Property Management Co","12 months"
01592,Atlanta,GA,30308,4BR+,3559,"Property Management Co","12 months"
01593,Chicago,IL,60614,4BR+,5326,Individual,"12 months"
01594,Brooklyn,NY,11205,4BR+,6063,REIT,"12 months"
01596,Brooklyn,NY,11201,3BR,7948,Individual,"12 months"
01597,Tempe,AZ,85281,Studio,1996,Corporate,"24 months"
01598,Houston,TX,77025,3BR,3253,"Property Management Co","12 months"
01599,"San Francisco",CA,94102,1BR,3285,Corporate,"18 months"
01600,Chicago,IL,60647,2BR,2373,REIT,"6 months"
01601,Queens,NY,111XX,3BR,2337,REIT,"12 months"
01602,"San Francisco",CA,94110,Studio,1975,LLC,"6 months"
01604,"Los Angeles",CA,90025,3BR,4879,LLC,"24 months"
01605,Houston,TX,77001,2BR,2880,LLC,"6 months"
01606,"New York",NY,,1BR,4399,REIT,"24 months"
01607,Houston,TX,77001,3BR,4185,"Property Management Co","18 months"
01609,"San Francisco",CA,94110,2BR,5752,Corporate,"12 months"
01610,Portland,OR,97201,"2 bed",3039,Corporate,"12 months"
01611,Denver,CO,80201,3BR,5506,Corporate,"12 months"
01612,Houston,TX,77001,1BR,2129,LLC,"18 months"
01613,Chicago,IL,60614,2BR,1677,REIT,"12 months"
01615,Nashville,TN,37206,1BR,1213,"Property Management Co","6 months"
01616,"San Francisco",CA,941XX,4BR+,5058,Individual,"18 months"
01617,Portland,OR,97201,Studio,815,REIT,"12 months"
01618,"Los Angeles","CA ",90025,2BR,2766,Corporate,"24 months"
01619,Atlanta,GA,,Studio,1916,Individual,"12 months"
01620,Austin,TX,78704,3BR,4885,"Property Management Co","12 months"
01621,Austin,TX,787XX,4BR+,6836,"Property Management Co","18 months"
01622,Seattle,WA,98103,Studio,2683,Individual,"12 months"
01623,Scottsdale,AZ,85251,3BR,4265,REIT,"6 months"
01625,Houston,TX,77001,3BR,5828,Individual,"18 months"
01626,Boston,MA,02115,3BR,4477,REIT,"18 months"
01627,"Los Angeles",CA,90025,4BR+,5247,"Property Management Co","6 months"
01628,Austin,TX,78704,3BR,5884,LLC,"12 months"
01629,Chicago,IL,60601,Studio,2064,LLC,"24 months"
01630,Phoenix,AZ,85001,Studio,1134,"Property Management Co","12 months"
01631,Nashville,TN,37206,2BR,4069,REIT,"6 months"
01632,Aurora,CO,80010,3BR,5393,"Property Management Co","12 months"
01633,Houston,TX,77001,2BR,2760,REIT,"12 months"
01634,Queens,NY,11101,4BR+,8123,LLC,"18 months"
01635,Oakland,CA,94601,4BR+,4673,,"24 months"
01636,Brooklyn,NY,11205,4BR+,11488,LLC,"12 months"
01637,Phoenix,AZ,,4BR+,4684,"Property Management Co","12 months"
01638,Seattle,WA,98103,4BR+,10533,Corporate,"6 months"
01639,"New York",NY,10001,2BR,5352,LLC,"18 months"
01640,Denver,"CO ",80205,3BR,5784,Corporate,"12 months"
01641,"San Francisco",CA,94110,2BR,6079,Individual,"18 months"
01642,Arlington,VA,22201,"2 bed",3129,Corporate,"6 months"
01644,Nashville,TN,37201,1BR,2373,Corporate,"12 months"
01645,"San Francisco",CA,94110,2BR,4963,Individual,"12 months"
01646,"San Antonio",TX,78201,4BR+,7028,Corporate,"18 months"
01647,"San Francisco",CA,94102,4BR+,7252,"Property Management Co","24 months"
01649,Brooklyn,NY,11205,Studio,2818,LLC,"12 months"
01650,Houston,"TX ",77001,1BR,3166,Corporate,"24 months"
01651,Brooklyn,NY,11205,Studio,2982,Individual,"24 months"
01652,Miami,FL,33130,1BR,1554,Individual,"24 months"
01654,Miami,FL,33101,2BR,3456,REIT,"12 months"
01655,Cambridge,MA,02139,4BR+,7582,Individual,"12 months"
01656,Nashville,TN,37201,2BR,2629,"Property Management Co","6 months"
01658,Portland,OR,97201,2BR,3490,Corporate,"12 months"
01659,Chicago,IL,60647,3BR,2933,Individual,"12 months"
01660,"San Antonio",TX,78201,Studio,1465,Individual,"6 months"
01661,Brooklyn,NY,11205,1BR,3702,LLC,"12 months"
01662,"San Francisco",CA,94110,3BR,6259,Corporate,"18 months"
01663,Queens,NY,11101,3BR,2217,Corporate,"12 months"
01665,"New York",NY,10003,1BR,4530,Corporate,"24 months"
01666,Chicago,IL,60601,Studio,1297,Individual,"6 months"
01667,"San Antonio",TX,78201,3BR,4811,REIT,"6 months"
01668,Chicago,IL,60647,4BR+,5959,"Property Management Co","24 months"
01669,Miami,FL,33101,Studio,1556,LLC,"6 months"
01670,Brooklyn,NY,11205,2BR,6006,Corporate,"18 months"
01671,Arlington,VA,22201,2BR,3908,REIT,"12 months"
01672,Atlanta,GA,30308,4BR+,3134,Corporate,"18 months"
01673,Houston,TX,77001,3BR,5395,"Property Management Co","12 months"
01674,Washington,"DC ",20009,1BR,1510,REIT,"12 months"
01675,Washington,DC,20009,Studio,1986,"Property Management Co","12 months"
01676,"Fort Lauderdale",FL,33301,3BR,5143,"Property Management Co","12 months"
01678,Houston,TX,77025,2BR,2599,LLC,"12 months"
01679,Nashville,TN,37201,4BR+,4434,LLC,"18 months"
01680,"San Francisco",CA,94110,Studio,3298,REIT,"12 months"
01681,"New York",NY,10002,1BR,4539,LLC,"12 months"
01682,Miami,FL,33101,4BR+,5852,"Property Management Co","24 months"
01683,Nashville,TN,37201,4BR+,4865,Corporate,"6 months"
01684,Oakland,CA,94601,1BR,3033,REIT,"12 months"
01685,Seattle,WA,98103,2BR,4384,"Property Management Co","12 months"
01686,Brooklyn,NY,11205,2BR,4161,Corporate,"24 months"
01687,Brooklyn,NY,11201,1BR,3615,REIT,"12 months"
01688,Boston,MA,02101,3BR,2987,"Property Management Co","12 months"
01689,"San Francisco",CA,94110,3BR,7743,Corporate,"18 months"
01690,Chicago,IL,606XX,1BR,2249,REIT,"12 months"
01691,"Fort Lauderdale",FL,33301,Studio,1904,Corporate,"18 months"
01692,"New York",NY,10001,2BR,4612,LLC,"24 months"
01693,Houston,TX,77019,2BR,1807,"Property Management Co","12 months"
01694,Houston,TX,77001,1BR,2302,REIT,"24 months"
01695,Queens,NY,11101,3BR,5097,Corporate,"6 months"
01696,Atlanta,GA,30308,2BR,2223,Individual,"6 months"
01697,Washington,DC,20009,Studio,1705,,"12 months"
01698,Houston,"TX ",77025,1BR,2863,Individual,"12 months"
01699,Miami,FL,33101,Studio,1508,Individual,"18 months"
01700,Chicago,IL,60647,1BR,1836,Individual,"12 months"
01701,"New York",NY,10003,2BR,3799,Corporate,"12 months"
01702,Decatur,GA,30030,1BR,2253,,"6 months"
01703,Seattle,WA,98101,4BR+,12472,Individual,"12 months"
01704,Scottsdale,AZ,85251,1BR,1343,,"18 months"
01705,Portland,OR,97201,2BR,2949,REIT,"18 months"
01706,"Los Angeles",CA,90001,4BR+,7867,Individual,"12 months"
01707,Phoenix,AZ,85001,3BR,5960,LLC,"12 months"
01708,Chicago,IL,60614,4BR+,3093,Corporate,"6 months"
01709,Queens,NY,111XX,Studio,1320,Individual,"12 months"
01710,"San Francisco",CA,94102,3BR,5664,Individual,"24 months"
01711,Scottsdale,AZ,85251,2BR,2478,LLC,"12 months"
01712,Miami,FL,33101,2BR,1731,Individual,"12 months"
01713,Scottsdale,AZ,85251,4BR+,8312,LLC,"6 months"
01714,"Fort Lauderdale",FL,33301,1BR,2805,REIT,"12 months"
01715,"New York",NY,10003,3BR,4215,Corporate,"24 months"
01716,Seattle,WA,98103,1BR,2916,"Property Management Co","12 months"
01717,Tempe,AZ,85281,3BR,4183,"Property Management Co","6 months"
01718,Washington,DC,20009,Studio,1773,"Property Management Co","12 months"
01719,"Los Angeles",CA,90025,1BR,3019,REIT,"24 months"
01722,Nashville,TN,37206,Studio,1684,LLC,"18 months"
01723,Austin,TX,78701,Studio,1755,LLC,"6 months"
01724,Bellevue,WA,98004,Studio,861,REIT,"24 months"
01725,"San Francisco",CA,941XX,4BR+,8406,LLC,"18 months"
01726,Houston,TX,77001,3BR,3570,"Property Management Co","12 months"
01727,Queens,NY,11101,3BR,3510,LLC,"6 months"
01728,Chicago,IL,60614,4BR+,7384,Individual,"18 months"
01729,Miami,FL,33101,Studio,829,Individual,"24 months"
01730,Brooklyn,NY,11201,2BR,4495,REIT,"12 months"
01731,Austin,TX,78701,3BR,4271,LLC,"18 months"
01732,Brooklyn,NY,11205,1BR,1677,"Property Management Co","12 months"
01733,"San Francisco",CA,94102,4BR+,10659,Corporate,"6 months"
01734,Phoenix,AZ,85001,1BR,3103,Individual,"6 months"
01735,Atlanta,GA,30301,1BR,2211,"Property Management Co","12 months"
01736,Chicago,IL,60601,3BR,3183,REIT,"6 months"
01737,Chicago,IL,60614,1BR,1172,LLC,"12 months"
01738,"Fort Lauderdale",FL,33301,Studio,2115,Individual,"12 months"
01739,Phoenix,AZ,85001,3BR,5118,LLC,"12 months"
01740,Arlington,VA,22201,1BR,2257,REIT,"24 months"
01742,Nashville,TN,37201,2BR,4418,Corporate,"24 months"
01743,Washington,DC,20009,Studio,1107,LLC,"6 months"
01744,Houston,TX,77025,4BR+,7798,"Property Management Co","24 months"
01745,Houston,TX,77001,4BR+,7609,,"6 months"
01746,Miami,FL,33130,1BR,2770,"Property Management Co","6 months"
01747,Nashville,TN,37201,4BR+,5892,"Property Management Co","18 months"
01748,Houston,TX,77001,Studio,1507,REIT,"12 months"
01750,"San Francisco",CA,94102,4BR+,9328,Corporate,"24 months"
01751,Miami,FL,33101,Studio,1246,Individual,"24 months"
01752,Scottsdale,AZ,85251,1BR,2017,LLC,"18 months"
01753,Denver,CO,80205,1BR,2467,Individual,"6 months"
01754,Brooklyn,NY,11201,2BR,4788,Corporate,"24 months"
01755,Washington,DC,20009,1BR,2802,LLC,"24 months"
01757,Brooklyn,NY,11205,1BR,3414,"Property Management Co","12 months"
01758,Boston,MA,02101,4BR+,6019,Corporate,"12 months"
01759,Boston,MA,02115,1BR,2897,"Property Management Co","12 months"
01760,Nashville,TN,37206,1BR,2105,REIT,"6 months"
01761,Bellevue,WA,98004,4BR+,8257,LLC,"12 months"
01763,Houston,TX,77019,3BR,5829,,"24 months"
01764,"San Francisco",CA,94102,3BR,5482,REIT,"12 months"
01765,Washington,DC,20001,3BR,4044,REIT,"12 months"
01766,Miami,FL,33101,4BR+,5055,Individual,"18 months"
01767,Phoenix,AZ,85001,"2 bed",4027,Individual,"6 months"
01768,Bellevue,WA,98004,4BR+,4514,"Property Management Co","24 months"
01770,Phoenix,AZ,85001,1BR,2840,LLC,"6 months"
01771,Nashville,TN,37206,2BR,4310,Corporate,"18 months"
01772,Chicago,IL,60614,2BR,2573,"Property Management Co","18 months"
01774,"San Antonio",TX,78201,Studio,1515,Corporate,"18 months"
01775,Chicago,IL,60601,Studio,1391,LLC,"6 months"
01776,Austin,TX,78701,3BR,3816,REIT,"24 months"
01780,"San Francisco",CA,94102,4BR+,8310,Corporate,"12 months"
01781,Scottsdale,AZ,85251,1BR,2346,REIT,"24 months"
01783,"San Francisco",CA,94102,3BR,6768,LLC,"12 months"
01784,Oakland,CA,94601,Studio,2191,Individual,"12 months"
01785,Chicago,IL,60614,4BR+,5531,REIT,"12 months"
01786,Denver,CO,80201,Studio,1342,"Property Management Co","24 months"
01787,Nashville,TN,37206,4BR+,3364,Corporate,"24 months"
01788,Scottsdale,AZ,85251,2BR,2873,Corporate,"12 months"
01790,Chicago,IL,60614,3BR,2970,Corporate,"24 months"
01791,Austin,TX,78701,3BR,3575,LLC,"12 months"
01792,Aurora,CO,80010,3BR,5748,Individual,"12 months"
01793,"Los Angeles",CA,90001,3BR,3196,Individual,"12 months"
01794,Miami,FL,33101,3BR,5768,LLC,"6 months"
01796,Chicago,IL,60601,2BR,3345,LLC,"18 months"
01797,Atlanta,GA,30301,Studio,876,Corporate,"12 months"
01798,Brooklyn,NY,11201,4BR+,6928,Individual,"12 months"
01799,Seattle,WA,98101,4BR+,11064,Corporate,"12 months"
01800,Miami,FL,33130,Studio,1029,REIT,"18 months"
